,USPS,ST,NAME,ZCTA5,LAT,LON
363,Waikato,NZ-WKO,Paraonui,3491,-38.2122694,175.8539162
364,Waikato,NZ-WKO,Parkdale,3444,-38.2045656,175.8662438
365,Waikato,NZ-WKO,Strathmore (South Waikato District),0,-38.23712905,175.8756227
366,Waikato,NZ-WKO,Tokoroa Central,3444,-38.2206788,175.8724372
367,Waikato,NZ-WKO,Moananui,0,-38.23777045,175.8532988
368,Waikato,NZ-WKO,Herangi,0,-38.5398007,174.7839564
369,Waikato,NZ-WKO,Hangatiki,3977,-38.2534987,175.1793256
370,Waikato,NZ-WKO,Aria,0,-38.5620559,174.9867945
371,Waikato,NZ-WKO,Te Kuiti West,3910,-38.3341925,175.1657117
372,Waikato,NZ-WKO,Te Kuiti East,3910,-38.3341925,175.1657117
373,Waikato,NZ-WKO,Waipa Valley,0,-38.4302779,175.3798413
374,Waikato,NZ-WKO,Ohakuri,0,-38.41028415,176.1269892
375,Waikato,NZ-WKO,Mapara,0,-38.4855193,175.1786327
376,Waikato,NZ-WKO,Wairakei-Broadlands,0,-38.6193992,176.1030355
377,Waikato,NZ-WKO,Acacia Bay,3385,-38.7075779,176.0251897
378,Waikato,NZ-WKO,Brentwood (Taupo District),3351,-38.6834162,176.0582788
379,Waikato,NZ-WKO,Nukuhau-Rangatira Park,3377,-38.683076,176.0713042
380,Waikato,NZ-WKO,Taupo Central West,0,-38.7993662,176.1100967
381,Waikato,NZ-WKO,Tauhara,3330,-38.6855055,176.100285
382,Waikato,NZ-WKO,Taupo Central East,0,-38.7993662,176.1100967
383,Waikato,NZ-WKO,Hilltop (Taupo District),0,-38.6965525,176.0898427
384,Waikato,NZ-WKO,Waipahihi,3330,-38.7106617,176.0902608
385,Waikato,NZ-WKO,Richmond Heights,3330,-38.7156917,176.0946808
386,Waikato,NZ-WKO,Wharewaka,3351,-38.7320746,176.0671509
387,Waikato,NZ-WKO,Kaimanawa,0,-38.5854719,176.2358105
388,Waikato,NZ-WKO,Waitahanui,0,-38.7899101,176.0782286
389,Waikato,NZ-WKO,Turangi,3334,-38.988791,175.808974
390,Bay of Plenty,NZ-BOP,Wairakei,0,-38.6193992,176.1030355
391,Waikato,NZ-WKO,Arahiwi,0,-38.1046596,176.0147953
392,Waikato,NZ-WKO,Ngakuru,3077,-38.3226296,176.1907219
393,Waikato,NZ-WKO,Golden Springs,3083,-38.4669692,176.3132501
394,Taranaki,NZ-TKI,Tarata,0,-38.6651044,174.9561587
395,Taranaki,NZ-TKI,Manutahi-Waitotora,0,-37.42819635,175.1167934
396,Manawatu-Wanganui,NZ-MWT,Ruahine,0,-37.01603,175.75515
397,Manawatu-Wanganui,NZ-MWT,Makomako,0,-37.9707427,174.9042749
398,Wellington,NZ-WGN,Avalon West,3200,-37.7577767,175.2360208
399,Wellington,NZ-WGN,Avalon East,3200,-37.7577767,175.2360208
400,Tasman,NZ-TAS,Easby Park,3241,-37.7219216,175.2420889
401,Canterbury,NZ-CAN,Kingsbury,3210,-37.7299557,175.2592772
402,Otago,NZ-OTA,Frankton,3204,-37.7909408,175.2571104
403,Otago,NZ-OTA,Seddon Park,3204,-37.78676135,175.2742998
404,Otago,NZ-OTA,Green Island,0,-36.64359865,175.8487928
405,Northland,NZ-NTL,Riverview,0,-36.62598695,174.499104
406,Northland,NZ-NTL,Russell Peninsula,1026,-36.8733534,174.6691686
139,Auckland,NZ-AUK,Papakura Massey Park,2110,-37.06280799,174.9468479
840,Auckland,NZ-AUK,Pahurehure,2103,-37.062095,174.8865938
138,Auckland,NZ-AUK,Papakura Kelvin,2110,-37.06105895,174.9586609
837,Auckland,NZ-AUK,Papakura West,2110,-37.05995995,174.944542
839,Auckland,NZ-AUK,Papakura North,2110,-37.05995995,174.944542
841,Auckland,NZ-AUK,Papakura Central,2110,-37.05995995,174.944542
842,Auckland,NZ-AUK,Papakura North East,2110,-37.05995995,174.944542
846,Auckland,NZ-AUK,Papakura East,2110,-37.05995995,174.944542
828,Auckland,NZ-AUK,Conifer Grove East,2112,-37.0497247,174.9137876
822,Auckland,NZ-AUK,Wattle Downs West,2103,-37.0468133,174.8957632
823,Auckland,NZ-AUK,Wattle Downs North,2103,-37.0468133,174.8957632
826,Auckland,NZ-AUK,Wattle Downs East,2103,-37.0468133,174.8957632
192,Auckland,NZ-AUK,Te Puru,3575,-37.0462915,175.5184477
813,Auckland,NZ-AUK,Weymouth North,2103,-37.0443546,174.8662689
816,Auckland,NZ-AUK,Weymouth East,2103,-37.0443546,174.8662689
818,Auckland,NZ-AUK,Weymouth South,2103,-37.0443546,174.8662689
827,Auckland,NZ-AUK,Takanini North,2112,-37.0403264,174.9195474
829,Auckland,NZ-AUK,Takanini West,2112,-37.0403264,174.9195474
830,Auckland,NZ-AUK,Takanini South,2112,-37.0403264,174.9195474
831,Auckland,NZ-AUK,Takanini Central,2112,-37.0403264,174.9195474
835,Auckland,NZ-AUK,Takanini South East,2112,-37.0403264,174.9195474
137,Auckland,NZ-AUK,Takanini Industrial,2105,-37.03455633,174.916023
832,Auckland,NZ-AUK,Ardmore,2582,-37.0333574,174.9831104
802,Auckland,NZ-AUK,Clendon Park North,2103,-37.0318096,174.8608675
807,Auckland,NZ-AUK,Clendon Park West,2103,-37.0318096,174.8608675
809,Auckland,NZ-AUK,Clendon Park East,2103,-37.0318096,174.8608675
817,Auckland,NZ-AUK,Leabank,2102,-37.0311947,174.8886311
810,Auckland,NZ-AUK,Rowandale West,2103,-37.0270453,174.8750003
811,Auckland,NZ-AUK,Rowandale East,2103,-37.0270453,174.8750003
821,Auckland,NZ-AUK,Randwick Park East,2105,-37.0244167,174.9178585
824,Auckland,NZ-AUK,Randwick Park West,2105,-37.0244167,174.9178585
812,Auckland,NZ-AUK,Manurewa Central,2012,-37.0241501,174.8886597
820,Auckland,NZ-AUK,Manurewa South,2012,-37.0241501,174.8886597
803,Auckland,NZ-AUK,Burbank,2103,-37.0195256,174.8680176
815,Auckland,NZ-AUK,Alfriston,2576,-37.0191623,174.9420664
1065,Auckland,NZ-AUK,Homai West,2103,-37.01873438,174.8622126
808,Auckland,NZ-AUK,Hillpark North,2102,-37.015591,174.8967367
814,Auckland,NZ-AUK,Hillpark South,2102,-37.015591,174.8967367
819,Auckland,NZ-AUK,Manurewa East,2105,-37.0149279,174.9102643
714,Auckland,NZ-AUK,Auckland Airport,2022,-37.00889695,174.7912138
720,Auckland,NZ-AUK,Mangere North,2022,-37.00889695,174.7912138
724,Auckland,NZ-AUK,Mangere West,2022,-37.00889695,174.7912138
734,Auckland,NZ-AUK,Mangere Central,2022,-37.00889695,174.7912138
742,Auckland,NZ-AUK,Mangere South,2022,-37.00889695,174.7912138
755,Auckland,NZ-AUK,Mangere South East,2022,-37.00889695,174.7912138
1064,Auckland,NZ-AUK,Homai East,2104,-37.00769982,174.8878325
791,Auckland,NZ-AUK,Wiri West,2104,-37.0068374,174.8586415
799,Auckland,NZ-AUK,Wiri East,2104,-37.0068374,174.8586415
805,Auckland,NZ-AUK,The Gardens (Auckland),2105,-37.0051376,174.921164
783,Auckland,NZ-AUK,Puhinui North,2025,-37.005121,174.8450296
785,Auckland,NZ-AUK,Puhinui South,2025,-37.005121,174.8450296
787,Auckland,NZ-AUK,Puhinui East,2025,-37.005121,174.8450296
804,Auckland,NZ-AUK,Totara Heights,2105,-37.0002235,174.9035404
800,Auckland,NZ-AUK,Goodwood Heights,2104,-36.9941806,174.900716
763,Auckland,NZ-AUK,Papatoetoe North,2025,-36.99220885,174.8593709
769,Auckland,NZ-AUK,Papatoetoe West,2025,-36.99220885,174.8593709
770,Auckland,NZ-AUK,Papatoetoe Central,2025,-36.99220885,174.8593709
776,Auckland,NZ-AUK,Papatoetoe East,2025,-36.99220885,174.8593709
778,Auckland,NZ-AUK,Papatoetoe South West,2025,-36.99220885,174.8593709
781,Auckland,NZ-AUK,Papatoetoe South,2025,-36.99220885,174.8593709
838,Auckland,NZ-AUK,Clevedon,2582,-36.9910022,175.0368658
2113,Auckland,NZ-AUK,Tuscany Heights,2016,-36.99057448,174.9445248
790,Auckland,NZ-AUK,Chapel Downs,2019,-36.9844168,174.8998545
461,Auckland,NZ-AUK,Waitakere Ranges North,781,-36.98294315,174.4492414
555,Auckland,NZ-AUK,Waitakere Ranges South,781,-36.98294315,174.4492414
792,Auckland,NZ-AUK,Clover Park North,2023,-36.9782427,174.8903639
794,Auckland,NZ-AUK,Clover Park South,2023,-36.9782427,174.8903639
795,Auckland,NZ-AUK,Donegal Park,2019,-36.9766571,174.9063936
190,Auckland,NZ-AUK,Te Kuru,2016,-36.97473848,174.9229644
136,Auckland,NZ-AUK,Mangere Mascot,2022,-36.97310616,174.803603
1625,Auckland,NZ-AUK,Rongomai East,2023,-36.96987303,174.8925321
836,Auckland,NZ-AUK,Kawakawa Bay-Orere,2585,-36.9694634,175.1787015
1624,Auckland,NZ-AUK,Rongomai West,2023,-36.96835579,174.8853759
634,Auckland,NZ-AUK,Laingholm,604,-36.9676904,174.6403411
788,Auckland,NZ-AUK,Ormiston North,2019,-36.9661577,174.9126717
796,Auckland,NZ-AUK,Ormiston South,2019,-36.9661577,174.9126717
801,Auckland,NZ-AUK,Ormiston East,2019,-36.9661577,174.9126717
758,Auckland,NZ-AUK,Mangere East,2024,-36.9653466,174.8223043
1622,Auckland,NZ-AUK,Massey Road West,2024,-36.96516626,174.8271857
1623,Auckland,NZ-AUK,Massey Road South,2024,-36.96516626,174.8271857
779,Auckland,NZ-AUK,Botany Junction,2016,-36.9649091,174.9027449
1063,Auckland,NZ-AUK,Grange,2025,-36.96489336,174.8505578
766,Auckland,NZ-AUK,Otara Central,2023,-36.9640945,174.8769413
772,Auckland,NZ-AUK,Otara East,2023,-36.9640945,174.8769413
777,Auckland,NZ-AUK,Otara South,2023,-36.9640945,174.8769413
774,Auckland,NZ-AUK,Botany South,2013,-36.9625516,174.9012652
1914,Auckland,NZ-AUK,Ferguson,2024,-36.96238199,174.8237897
764,Auckland,NZ-AUK,Dingwall,2025,-36.96192295,174.8585076
626,Auckland,NZ-AUK,Titirangi South,604,-36.9607909,174.6498382
740,Auckland,NZ-AUK,Sutton Park,2024,-36.9590617,174.8243744
1492,Auckland,NZ-AUK,Otara West,2023,-36.95832516,174.8705175
2042,Auckland,NZ-AUK,Turanga,2576,-36.95820592,174.9706005
786,Auckland,NZ-AUK,Baverstock,2016,-36.9581119,174.9218236
793,Auckland,NZ-AUK,Mission Heights North,2016,-36.9574359,174.9326833
797,Auckland,NZ-AUK,Mission Heights South,2016,-36.9574359,174.9326833
522,Auckland,NZ-AUK,Piha,772,-36.9556043,174.4694742
717,Auckland,NZ-AUK,Favona North,2024,-36.9513699,174.8078456
721,Auckland,NZ-AUK,Favona West,2024,-36.9513699,174.8078456
728,Auckland,NZ-AUK,Favona East,2024,-36.9513699,174.8078456
711,Auckland,NZ-AUK,Mangere Mountain View,1042,-36.9495731,174.7828077
752,Auckland,NZ-AUK,East Tamaki,1733,-36.9474802,174.8931962
732,Auckland,NZ-AUK,Harania North,2024,-36.947173,174.8175036
744,Auckland,NZ-AUK,Harania South,2024,-36.947173,174.8175036
135,Auckland,NZ-AUK,Otahuhu Industrial,2024,-36.94681522,174.8273763
733,Auckland,NZ-AUK,Otahuhu Central,1062,-36.9457267,174.8451244
735,Auckland,NZ-AUK,Otahuhu North,1062,-36.9457267,174.8451244
741,Auckland,NZ-AUK,Otahuhu East,1062,-36.9457267,174.8451244
746,Auckland,NZ-AUK,Otahuhu South West,1062,-36.9457267,174.8451244
749,Auckland,NZ-AUK,Otahuhu South,1062,-36.9457267,174.8451244
134,Auckland,NZ-AUK,Mangere Bridge Ambury,2022,-36.9455886,174.7674732
1366,Auckland,NZ-AUK,Redcastle,2013,-36.94496394,174.9050773
782,Auckland,NZ-AUK,East Tamaki Heights,2016,-36.9436604,174.9173892
609,Auckland,NZ-AUK,Waima-Woodlands Park,604,-36.9402139,174.6356441
768,Auckland,NZ-AUK,Botany North,575,-36.93439315,174.916311
773,Auckland,NZ-AUK,Botany East,575,-36.93439315,174.916311
780,Auckland,NZ-AUK,Dannemora North,2016,-36.9339908,174.9203473
784,Auckland,NZ-AUK,Dannemora South,2016,-36.9339908,174.9203473
708,Auckland,NZ-AUK,Mangere Bridge,1060,-36.93384165,174.7884098
767,Auckland,NZ-AUK,Huntington Park,2013,-36.93257715,174.9048558
551,Auckland,NZ-AUK,Waiatarua,1050,-36.9322969,174.5781611
632,Auckland,NZ-AUK,Green Bay North,604,-36.9307499,174.676755
639,Auckland,NZ-AUK,Green Bay South,604,-36.9307499,174.676755
128,Auckland,NZ-AUK,Mount Roskill Central South,1041,-36.92950511,174.7343503
592,Auckland,NZ-AUK,Konini,604,-36.9292252,174.6445084
674,Auckland,NZ-AUK,Waikowhai North,1041,-36.9281911,174.7376122
676,Auckland,NZ-AUK,Waikowhai South,1041,-36.9281911,174.7376122
610,Auckland,NZ-AUK,Kaurilands,604,-36.9266211,174.6529253
124,Auckland,NZ-AUK,New Lynn Central South,600,-36.92446526,174.6820052
754,Auckland,NZ-AUK,Burswood,2013,-36.9241579,174.8955338
736,Auckland,NZ-AUK,Howick West,2014,-36.92380915,174.8994161
750,Auckland,NZ-AUK,Howick Central,2014,-36.92380915,174.8994161
753,Auckland,NZ-AUK,Howick East,2014,-36.92380915,174.8994161
689,Auckland,NZ-AUK,Onehunga West,1061,-36.9237924,174.7857738
691,Auckland,NZ-AUK,Onehunga North,1061,-36.9237924,174.7857738
697,Auckland,NZ-AUK,Onehunga Central,1061,-36.9237924,174.7857738
700,Auckland,NZ-AUK,Onehunga-Te Papapa Industrial,1061,-36.9237924,174.7857738
757,Auckland,NZ-AUK,Golflands,2013,-36.9225529,174.9089919
671,Auckland,NZ-AUK,Hillsborough North (Auckland),1042,-36.9221753,174.7532908
672,Auckland,NZ-AUK,Hillsborough West (Auckland),1042,-36.9221753,174.7532908
679,Auckland,NZ-AUK,Hillsborough East (Auckland),1042,-36.9221753,174.7532908
685,Auckland,NZ-AUK,Hillsborough South (Auckland),1042,-36.9221753,174.7532908
631,Auckland,NZ-AUK,Blockhouse Bay North,600,-36.9197769,174.70147
644,Auckland,NZ-AUK,Blockhouse Bay North East,600,-36.9197769,174.70147
647,Auckland,NZ-AUK,Blockhouse Bay South,600,-36.9197769,174.70147
653,Auckland,NZ-AUK,Blockhouse Bay East,600,-36.9197769,174.70147
701,Auckland,NZ-AUK,Te Papapa,1061,-36.9196693,174.7982403
654,Auckland,NZ-AUK,Lynfield North,191,-36.91914135,174.716869
662,Auckland,NZ-AUK,Lynfield South,191,-36.91914135,174.716869
125,Auckland,NZ-AUK,Mount Roskill White Swan,1041,-36.91805411,174.720986
123,Auckland,NZ-AUK,New Lynn Seabrook,600,-36.91705278,174.6739398
612,Auckland,NZ-AUK,Avondale South (Auckland),1041,-36.916492,174.7560054
760,Auckland,NZ-AUK,Northpark North,2014,-36.9157686,174.9176057
762,Auckland,NZ-AUK,Northpark South,2014,-36.9157686,174.9176057
121,Auckland,NZ-AUK,Glen Eden Rosier,602,-36.91485424,174.6394766
737,Auckland,NZ-AUK,Pakuranga Heights North West,2010,-36.914727,174.8884675
739,Auckland,NZ-AUK,Pakuranga Heights East,2010,-36.914727,174.8884675
747,Auckland,NZ-AUK,Pakuranga Heights South West,2010,-36.914727,174.8884675
578,Auckland,NZ-AUK,Glen Eden North,602,-36.9146254,174.6536504
584,Auckland,NZ-AUK,Glen Eden Central,602,-36.9146254,174.6536504
122,Auckland,NZ-AUK,Glen Eden Woodglen,602,-36.91409213,174.64435
710,Auckland,NZ-AUK,Sylvia Park,1060,-36.9134002,174.8408913
683,Auckland,NZ-AUK,Royal Oak East (Auckland),1061,-36.911995,174.7761848
704,Auckland,NZ-AUK,Penrose,1061,-36.9111443,174.8147813
1980,Auckland,NZ-AUK,New Windsor South,600,-36.91107296,174.7167933
571,Auckland,NZ-AUK,Oratia,650,-36.9109486,174.6241453
596,Auckland,NZ-AUK,Fruitvale,602,-36.91078645,174.6673844
130,Auckland,NZ-AUK,Royal Oak West (Auckland),1023,-36.91049647,174.7733406
1913,Auckland,NZ-AUK,Glen Eden West,602,-36.9102506,174.6528335
751,Auckland,NZ-AUK,Botany Downs West,2014,-36.9102173,174.9194739
756,Auckland,NZ-AUK,Botany Downs East,2014,-36.9102173,174.9194739
630,Auckland,NZ-AUK,Glenavon,340,-36.9100559,174.7032442
699,Auckland,NZ-AUK,Oranga,1061,-36.9095335,174.8015141
761,Auckland,NZ-AUK,Somerville,2014,-36.9088942,174.9364128
590,Auckland,NZ-AUK,New Lynn North,600,-36.9085396,174.6837959
593,Auckland,NZ-AUK,New Lynn North West,600,-36.9085396,174.6837959
605,Auckland,NZ-AUK,New Lynn Central,600,-36.9085396,174.6837959
625,Auckland,NZ-AUK,New Lynn South,600,-36.9085396,174.6837959
765,Auckland,NZ-AUK,Shelly Park,2014,-36.9080825,174.9516267
431,Auckland,NZ-AUK,Kingsway,1042,-36.9053811,174.7603253
1614,Auckland,NZ-AUK,Mount Wellington North West,1741,-36.9047927,174.8351177
1615,Auckland,NZ-AUK,Mount Wellington North East,1741,-36.9047927,174.8351177
1616,Auckland,NZ-AUK,Mount Wellington Ferndale,1741,-36.9047927,174.8351177
1617,Auckland,NZ-AUK,Mount Wellington East,1741,-36.9047927,174.8351177
1618,Auckland,NZ-AUK,Mount Wellington West,1741,-36.9047927,174.8351177
1619,Auckland,NZ-AUK,Mount Wellington Central,1741,-36.9047927,174.8351177
1620,Auckland,NZ-AUK,Mount Wellington South West,1741,-36.9047927,174.8351177
1621,Auckland,NZ-AUK,Mount Wellington South East,1741,-36.9047927,174.8351177
655,Auckland,NZ-AUK,Mount Roskill North,1041,-36.9031433,174.7416186
666,Auckland,NZ-AUK,Mount Roskill South,1041,-36.9031433,174.7416186
660,Auckland,NZ-AUK,Three Kings West,1042,-36.9025889,174.7608396
665,Auckland,NZ-AUK,Three Kings East,1042,-36.9025889,174.7608396
716,Auckland,NZ-AUK,Sunnyhills West-Pakuranga North,2010,-36.90161855,174.8837018
127,Auckland,NZ-AUK,Mount Roskill Central North,1042,-36.90160466,174.75404
707,Auckland,NZ-AUK,Panmure West,1741,-36.90125,174.855573
709,Auckland,NZ-AUK,Panmure East,1741,-36.90125,174.855573
1979,Auckland,NZ-AUK,New Windsor North,600,-36.90080353,174.7117632
678,Auckland,NZ-AUK,One Tree Hill,1051,-36.900172,174.7831302
726,Auckland,NZ-AUK,Sunnyhills East,2010,-36.8996897,174.8821005
759,Auckland,NZ-AUK,Cockle Bay,2014,-36.8996627,174.9510504
575,Auckland,NZ-AUK,Kelston North,602,-36.89857455,174.666117
579,Auckland,NZ-AUK,Kelston South,602,-36.89857455,174.666117
725,Auckland,NZ-AUK,Pakuranga West,2012,-36.8970014,174.9035034
730,Auckland,NZ-AUK,Pakuranga Central,2012,-36.8970014,174.9035034
745,Auckland,NZ-AUK,Highland Park (Auckland),2143,-36.8967921,174.9053856
527,Auckland,NZ-AUK,Henderson Valley,650,-36.8966991,174.6089238
563,Auckland,NZ-AUK,Sunnyvale West-Parrs Park,650,-36.8965914,174.6318787
564,Auckland,NZ-AUK,Sunnyvale East,650,-36.8965914,174.6318787
616,Auckland,NZ-AUK,Owairaka West,1025,-36.8962642,174.7188161
627,Auckland,NZ-AUK,Owairaka East,1025,-36.8962642,174.7188161
557,Auckland,NZ-AUK,McLaren Park,650,-36.8958058,174.6250792
1365,Auckland,NZ-AUK,Mount Albert South,1025,-36.89532198,174.7205905
553,Auckland,NZ-AUK,Henderson Valley Park,612,-36.8940244,174.6145978
719,Auckland,NZ-AUK,Farm Cove,2143,-36.8939481,174.8831204
673,Auckland,NZ-AUK,Greenlane North,1051,-36.893759,174.7939619
623,Auckland,NZ-AUK,Sandringham North,1025,-36.8926471,174.7360632
629,Auckland,NZ-AUK,Sandringham Central,1025,-36.8926471,174.7360632
635,Auckland,NZ-AUK,Sandringham West,1025,-36.8926471,174.7360632
641,Auckland,NZ-AUK,Sandringham East,1025,-36.8926471,174.7360632
1062,Auckland,NZ-AUK,Tamaki,1072,-36.88998554,174.8564709
586,Auckland,NZ-AUK,Avondale West (Auckland),1026,-36.8898505,174.6894014
588,Auckland,NZ-AUK,Avondale North (Auckland),1026,-36.8898505,174.6894014
598,Auckland,NZ-AUK,Avondale Central (Auckland),1026,-36.8898505,174.6894014
687,Auckland,NZ-AUK,Greenlane South,1051,-36.88980835,174.7977038
682,Auckland,NZ-AUK,Ellerslie Central,1040,-36.88939375,174.8023679
690,Auckland,NZ-AUK,Ellerslie West,1040,-36.88939375,174.8023679
692,Auckland,NZ-AUK,Ellerslie East,1040,-36.88939375,174.8023679
695,Auckland,NZ-AUK,Ellerslie South,1040,-36.88939375,174.8023679
640,Auckland,NZ-AUK,Balmoral,1024,-36.8892046,174.7486941
562,Auckland,NZ-AUK,Glendene North,602,-36.8889273,174.6474329
567,Auckland,NZ-AUK,Glendene South,602,-36.8889273,174.6474329
576,Auckland,NZ-AUK,Avondale Rosebank,1026,-36.88791645,174.6802849
1362,Auckland,NZ-AUK,Mount Albert West,1025,-36.88779665,174.7053758
696,Auckland,NZ-AUK,Stonefields West,1072,-36.8872621,174.8418203
702,Auckland,NZ-AUK,Stonefields East,1072,-36.8872621,174.8418203
131,Auckland,NZ-AUK,Remuera Abbotts Park,1050,-36.88590085,174.8206531
544,Auckland,NZ-AUK,Western Heights (Auckland),612,-36.8856381,174.6065576
713,Auckland,NZ-AUK,Half Moon Bay West,2012,-36.885102,174.8993429
723,Auckland,NZ-AUK,Half Moon Bay North East,2012,-36.885102,174.8993429
727,Auckland,NZ-AUK,Half Moon Bay South East,2012,-36.885102,174.8993429
618,Auckland,NZ-AUK,St Lukes,1025,-36.8839307,174.7319442
659,Auckland,NZ-AUK,Mount St John,1023,-36.8837561,174.7805691
705,Auckland,NZ-AUK,Point England,1072,-36.8836969,174.8730913
636,Auckland,NZ-AUK,Mount Eden North East,1024,-36.8836944,174.7586604
637,Auckland,NZ-AUK,Mount Eden North,1024,-36.8836944,174.7586604
642,Auckland,NZ-AUK,Mount Eden West,1024,-36.8836944,174.7586604
648,Auckland,NZ-AUK,Mount Eden East,1024,-36.8836944,174.7586604
656,Auckland,NZ-AUK,Mount Eden South,1024,-36.8836944,174.7586604
1364,Auckland,NZ-AUK,Mount Albert Central,1025,-36.88332584,174.7168134
738,Auckland,NZ-AUK,Mellons Bay,2014,-36.8827416,174.930215
1490,Auckland,NZ-AUK,Summerland South,612,-36.88237504,174.6135649
789,Auckland,NZ-AUK,Maraetai,2018,-36.8807523,175.0426441
771,Auckland,NZ-AUK,Sunkist Bay,2018,-36.8800618,174.9915925
133,Auckland,NZ-AUK,Panmure Glen Innes Industrial,1072,-36.87857143,174.8538148
594,Auckland,NZ-AUK,Hobson Ridge North,1040,-36.8782873,174.7874497
600,Auckland,NZ-AUK,Hobson Ridge Central,1040,-36.8782873,174.7874497
604,Auckland,NZ-AUK,Hobson Ridge South,1040,-36.8782873,174.7874497
651,Auckland,NZ-AUK,Maungawhau,1024,-36.8780727,174.7644566
694,Auckland,NZ-AUK,Glen Innes West,1072,-36.8778879,174.8568031
580,Auckland,NZ-AUK,Waterview,1026,-36.8774512,174.6989499
602,Auckland,NZ-AUK,Morningside (Auckland),1025,-36.8774397,174.7349347
129,Auckland,NZ-AUK,Remuera Waiata,1050,-36.8773852,174.7998106
645,Auckland,NZ-AUK,Epsom North,1023,-36.8769854,174.7749024
658,Auckland,NZ-AUK,Epsom Central-North,1023,-36.8769854,174.7749024
661,Auckland,NZ-AUK,Epsom Central-South,1023,-36.8769854,174.7749024
667,Auckland,NZ-AUK,Epsom East,1023,-36.8769854,174.7749024
668,Auckland,NZ-AUK,Epsom South,1023,-36.8769854,174.7749024
628,Auckland,NZ-AUK,Eden Valley,1024,-36.8767143,174.7512591
686,Auckland,NZ-AUK,Saint Johns West,1072,-36.8765875,174.8417411
693,Auckland,NZ-AUK,Saint Johns East,1072,-36.8765875,174.8417411
652,Auckland,NZ-AUK,Remuera West,1050,-36.8759344,174.8014178
663,Auckland,NZ-AUK,Remuera South,1050,-36.8759344,174.8014178
675,Auckland,NZ-AUK,Remuera East,1050,-36.8759344,174.8014178
703,Auckland,NZ-AUK,Glen Innes East-Wai O Taiki Bay,1074,-36.87539575,174.8729026
622,Auckland,NZ-AUK,Eden Park,1021,-36.8750352,174.7440567
132,Auckland,NZ-AUK,Remuera Waiatarua,1050,-36.87464379,174.8198133
1491,Auckland,NZ-AUK,Summerland North,612,-36.87374142,174.6119448
715,Auckland,NZ-AUK,Eastern Beach,2012,-36.8735356,174.9144313
1363,Auckland,NZ-AUK,Mount Albert North,1025,-36.87312151,174.7214261
607,Auckland,NZ-AUK,Kingsland,1021,-36.871195,174.7439365
650,Auckland,NZ-AUK,Orakei West,1050,-36.8703849,174.8189336
657,Auckland,NZ-AUK,Orakei East,1050,-36.8703849,174.8189336
670,Auckland,NZ-AUK,Meadowbank West,1072,-36.8702538,174.82494
681,Auckland,NZ-AUK,Meadowbank East,1072,-36.8702538,174.82494
643,Auckland,NZ-AUK,Newmarket,1052,-36.8683745,174.7806181
529,Auckland,NZ-AUK,Henderson Lincoln West,612,-36.8679838,174.6283241
531,Auckland,NZ-AUK,Henderson Lincoln East,612,-36.8679838,174.6283241
535,Auckland,NZ-AUK,Henderson Lincoln South,612,-36.8679838,174.6283241
565,Auckland,NZ-AUK,Point Chevalier West,1026,-36.8665285,174.7080874
570,Auckland,NZ-AUK,Point Chevalier East,1026,-36.8665285,174.7080874
503,Auckland,NZ-AUK,Swanson,816,-36.8662943,174.5768383
706,Auckland,NZ-AUK,Bucklands Beach North,2012,-36.8662371,174.904601
718,Auckland,NZ-AUK,Bucklands Beach Central,2012,-36.8662371,174.904601
729,Auckland,NZ-AUK,Bucklands Beach South,2012,-36.8662371,174.904601
611,Auckland,NZ-AUK,Auckland-University,1010,-36.8660955,174.7737331
494,Auckland,NZ-AUK,Swanson Rural,816,-36.86559,174.5803773
519,Auckland,NZ-AUK,Ranui Domain,612,-36.8653637,174.5990874
620,Auckland,NZ-AUK,Eden Terrace,101,-36.8652491,174.756593
539,Auckland,NZ-AUK,Te Atatu South-Edmonton,610,-36.8649385,174.6471226
545,Auckland,NZ-AUK,Te Atatu South-Central,610,-36.8649385,174.6471226
552,Auckland,NZ-AUK,Te Atatu South-McLeod North,610,-36.8649385,174.6471226
559,Auckland,NZ-AUK,Te Atatu South-McLeod South,610,-36.8649385,174.6471226
126,Auckland,NZ-AUK,Remuera Waitaramoa,1050,-36.86477148,174.7947968
613,Auckland,NZ-AUK,Symonds Street North West,101,-36.8640784,174.760906
614,Auckland,NZ-AUK,Symonds Street West,101,-36.8640784,174.760906
619,Auckland,NZ-AUK,Symonds Street East,101,-36.8640784,174.760906
512,Auckland,NZ-AUK,Ranui North,612,-36.8638686,174.6023787
523,Auckland,NZ-AUK,Ranui South West,612,-36.8638686,174.6023787
530,Auckland,NZ-AUK,Ranui South East,612,-36.8638686,174.6023787
688,Auckland,NZ-AUK,Glendowie North,1071,-36.86234515,174.8672688
698,Auckland,NZ-AUK,Glendowie South,1071,-36.86234515,174.8672688
621,Auckland,NZ-AUK,Grafton,101,-36.8622777,174.767751
119,Auckland,NZ-AUK,Henderson Larnoch,610,-36.86223369,174.6179963
585,Auckland,NZ-AUK,Grey Lynn North,1021,-36.859922,174.7364178
589,Auckland,NZ-AUK,Grey Lynn West,1021,-36.859922,174.7364178
595,Auckland,NZ-AUK,Grey Lynn Central,1021,-36.859922,174.7364178
601,Auckland,NZ-AUK,Grey Lynn East,1021,-36.859922,174.7364178
2089,Auckland,NZ-AUK,Aorere South,1052,-36.85930882,174.7830124
